#eta	order
0.000000	0.986195
0.314159	0.964390
0.628319	0.937680
0.942478	0.888771
1.256637	0.844651
1.570796	0.760052
1.884956	0.593470
2.199115	0.540712
2.513274	0.501274
2.827433	0.463408
3.141593	0.423829
3.455752	0.383287
3.769911	0.341721
4.084070	0.299049
4.398230	0.257043
4.712389	0.218362
5.026548	0.183114
5.340708	0.152113
5.654867	0.131326
5.969026	0.118022
