#eta	order
0.000000	0.838449
0.314159	0.843128
0.628319	0.816942
0.942478	0.787205
1.256637	0.758562
1.570796	0.687388
1.884956	0.558585
2.199115	0.520413
2.513274	0.485305
2.827433	0.447727
3.141593	0.408091
3.455752	0.367252
3.769911	0.324482
4.084070	0.280474
4.398230	0.237955
4.712389	0.195061
5.026548	0.153810
5.340708	0.115088
5.654867	0.079355
5.969026	0.053562
