#eta	order
0.000000	0.977834
0.314159	0.961487
0.628319	0.929543
0.942478	0.888466
1.256637	0.837157
1.570796	0.755933
1.884956	0.586661
2.199115	0.534848
2.513274	0.496875
2.827433	0.458320
3.141593	0.419389
3.455752	0.377924
3.769911	0.336275
4.084070	0.294507
4.398230	0.252726
4.712389	0.211605
5.026548	0.173721
5.340708	0.142285
5.654867	0.117543
5.969026	0.103621
