#eta	order
0.000000	0.995805
0.314159	0.969327
0.628319	0.940313
0.942478	0.909848
1.256637	0.847484
1.570796	0.772920
1.884956	0.610208
2.199115	0.553428
2.513274	0.509729
2.827433	0.472537
3.141593	0.433456
3.455752	0.390877
3.769911	0.351587
4.084070	0.308597
4.398230	0.270166
4.712389	0.233089
5.026548	0.199547
5.340708	0.174584
5.654867	0.154985
5.969026	0.143921
