#eta	order
0.000000	0.469350
0.100000	0.656142
0.200000	1.139568
0.300000	1.338648
0.400000	0.976837
0.500000	1.086601
0.600000	1.253956
0.700000	1.588031
0.800000	1.403546
0.900000	1.569400
1.000000	1.425211
1.100000	1.584982
1.200000	1.511073
1.300000	1.469684
1.400000	1.798873
1.500000	1.893941
1.600000	1.938695
1.700000	2.045160
1.800000	2.062682
1.900000	1.988846
