#eta	order
0.000000	0.999874
0.314159	0.995036
0.628319	0.980172
0.942478	0.953961
1.256637	0.920202
1.570796	0.872598
1.884956	0.806766
2.199115	0.738787
2.513274	0.638426
2.827433	0.517006
3.141593	0.400419
3.455752	0.316587
3.769911	0.264872
4.084070	0.222489
4.398230	0.199424
4.712389	0.177427
5.026548	0.162340
5.340708	0.152188
5.654867	0.145845
5.969026	0.142513
