#eta	order
0.000000	0.999579
0.314159	0.994870
0.628319	0.980848
0.942478	0.955382
1.256637	0.913948
1.570796	0.846626
1.884956	0.736883
2.199115	0.556133
2.513274	0.390549
2.827433	0.289236
3.141593	0.230081
3.455752	0.203628
3.769911	0.179722
4.084070	0.167311
4.398230	0.155757
4.712389	0.150053
5.026548	0.144939
5.340708	0.143488
5.654867	0.140879
5.969026	0.140753
