#eta	order
0.000000	0.999939
0.314159	0.995083
0.628319	0.980595
0.942478	0.954996
1.256637	0.919704
1.570796	0.872741
1.884956	0.812156
2.199115	0.728858
2.513274	0.636510
2.827433	0.512762
3.141593	0.404391
3.455752	0.315202
3.769911	0.256474
4.084070	0.223152
4.398230	0.196268
4.712389	0.176165
5.026548	0.162505
5.340708	0.152171
5.654867	0.145210
5.969026	0.141546
